,Unnamed: 0,_id,ltable_movie_no,rtable_movie_no,ltable_movie_name,ltable_movie_year,ltable_movie_director,ltable_movie_star,rtable_movie_name,rtable_movie_year,rtable_movie_director,rtable_movie_star,label
342,342,518766,166,2052,the ritual,2017,David Bruckner,"Rafe Spall, Arsher Ali, Robert James-Collier, Sam Troughton",the preppie connection,2016,Joseph Castelo,"Lucy Fry, Thomas Mann, Amy Hargreaves, Logan Huffman, Sam Page, Bill Sage, Marko Caka, Jessica Rothe, Ryan Ward, Tom Tammi, Hemky Madera, Robert Gorrie, Daniel Covin, Keenan Jolliff, Parker Pogue, Teresa Yenque, Cilda Shaur, Jimmy Brewer, David Vega, Cassidy Thornton, David Marr III, Dylan Blue, Deshawn Harold Mitchell, Gary Milner, Guillermo Arribas, Nat DeWolf, Harry Sutton Jr., Brian J. Carter, Doug Plaut",0
352,352,524302,871,2070,the shack,2017,Stuart Hazeldine,"Sam Worthington, Octavia Spencer, Tim McGraw, Radha Mitchell",the good dinosaur,2015,Peter Sohn,"Raymond Ochoa, Jeffrey Wright, Frances McDormand, Steve Zahn, A.J. Buckley, Anna Paquin, Sam Elliott, Alan Tudyk, Marcus Scribner, Jack Bright, Maleah Nipay Padilla, Ryan Teeple, Jack McGraw, Peter Sohn, Mandy Freund, Steven Clay Hunter, David Boat, Carrie Paff, Calum Mackenzie Grant, John Ratzenberger, Nicolas Dodd",0
138,138,195061,2719,741,the final girls,2015,Todd Strauss-Schulson,"Taissa Farmiga, Malin Akerman, Adam Devine, Thomas Middleditch",the windmill,2016,Nick Jongerius,"Charlotte Beaumont (III), Bart Klever, Patrick Baladi, Ben Batt, Fiona Hampton, Tanroh Ishida, Adam Thomas Wright, Noah Taylor, Kenan Raven, Donnya Zidan, Derek Howard, Mattijn Hartemink, Edo Brunner, Stijn Westenend, Liz Vergeer, Ties Jaspers, Maxim De Villiers, Igor Vrebac, Valentine Berning, Femke Lakerveld, Danny Jongejan, Lize DeKlerk",0
212,212,326894,1674,1298,ouija: origin of evil,2016,Mike Flanagan,"Elizabeth Reaser, Lulu Wilson, Annalise Basso, Henry Thomas",ouija: origin of evil,2016,Mike Flanagan,"Annalise Basso, Elizabeth Reaser, Lulu Wilson, Henry Thomas, Parker Mack, Halle Charlton, Alexis G. Zall, Doug Jones, Kate Siegel, Sam Anderson, Chelsea Gonzalez, Lincoln Melcher, Nicholas Keenan, Michael Weaver, Ele Keats, Eve Gordon, Chad Heffelfinger, Nina Mansker, John Prosky, Lin Shaye",1
104,104,153907,2450,593,the family,2013,Luc Besson,"Robert De Niro, Michelle Pfeiffer, Dianna Agron, John D'Leo",the last impresario,2014,Gracie Otto,"Anna Wintour, John Cleese, Gracie Otto, Naomi Watts, Lorne Michaels, John Waters, Robert Shaye, Wallace Shawn, Jeremy Thomas, Brian Thomson, Peter Richardson, Jim Sharman, Greta Scacchi, Patricia Quinn, Joshua White, Colin Vaines, Rachel Ward, Alan Yentob, Robert Fox, Alan Finkelstein, Sabrina Guinness, Lyndall Hobbs, Lou Adler, Nell Campbell, Nigel Planer, Yoko Ono, Jean Pigozzi, Barry Humphries, Bill Oddie, Kate Moss, Richard O'Brien",0
357,357,530514,2283,2084,the paperboy,2012,Lee Daniels,"Matthew McConaughey, Nicole Kidman, John Cusack, Zac Efron",the starving games,2013,"Jason Friedberg, Aaron Seltzer","Maiara Walsh, Brant Daugherty, Cody Christian, Ross Wyngaarden, Dean West, Diedrich Bader, Joseph Aviel, Lauren Bowles, Alexandria Deberry, Roberts, Jade, Christopher Matthew Cook, Chris Marroy, Juhahn Jones, Eric Buarque, Alice Ford, Theodus Crane, Beau Brasso, Jason Stanly, Taylor Ashley Murphy, Robert Steinberg, Jerrad Vunovich, Gene Williams, Trenton Rostedt, Kennedy Hermansen, Bryan McClure, Danny Cosmo, Gene Kevin Hames Jr., Shawn Carter Peterson, Aaron Jay Rome, Donna Hubbs, Kyle deKay, Erin Rementer, Sarah Reid Vinyard, Jordan Salloum, Katherine Jeanie Russell, Ian Casselberry, Emily D. Haley, Rhonda Laizer, Jesse Yarborough, Joshua Mueller, Eryn L. Davis, Michael Hartson, Jamie Johansson, Walker Anderson, Timmons Moore, John Wettermark, Daylon Micah Othello, Emily Jessie Thomas, Clint Michael Naquin, Chris Angerdina, Darren Drude, Wayne Xia, Nick Gomez",0
353,353,524656,1908,2070,the good dinosaur,2015,Peter Sohn,"Jeffrey Wright, Frances McDormand, Maleah Nipay-Padilla, Ryan Teeple",the good dinosaur,2015,Peter Sohn,"Raymond Ochoa, Jeffrey Wright, Frances McDormand, Steve Zahn, A.J. Buckley, Anna Paquin, Sam Elliott, Alan Tudyk, Marcus Scribner, Jack Bright, Maleah Nipay Padilla, Ryan Teeple, Jack McGraw, Peter Sohn, Mandy Freund, Steven Clay Hunter, David Boat, Carrie Paff, Calum Mackenzie Grant, John Ratzenberger, Nicolas Dodd",1
427,427,661253,317,2544,the book of henry,2017,Colin Trevorrow,"Naomi Watts, Jaeden Lieberher, Jacob Tremblay, Sarah Silverman",the book of henry,2017,Colin Trevorrow,"Naomi Watts, Jaeden Lieberher, Jacob Tremblay, Sarah Silverman, Lee Pace, Maddie Ziegler, Dean Norris, Maxwell Simkins, Bobby Moynihan, Jackson Nicoll, Marjan Neshat, Tonya Pinkins, Geraldine Hughes, Wass Stevens",1
215,215,333049,2628,1321,the thinning,2016,Michael J. Gallagher,"Logan Paul, Peyton List, Lia Marie Johnson, Calum Worthy",the outcasts,2017,Peter Hutchings,"Eden Sher, Peyton List (II), Avan Jogia, Victoria Justice, William Peltz, Claudia Lee, Katie Chang, Ashley Rickards, Ted McGinley, Frank Whaley",0
392,392,600617,2679,2360,the institute,2017,"James Franco, Pamela Romanowsky","James Franco, Allie Gallerani, Tim Blake Nelson, Lori Singer",the good neighbor,2016,Kasra Farahani,"James Caan, Keir Gilchrist, Logan Miller, Edwin Hodge, Laura Innes, Mindy Sterling, Anne Dudek, Bailey Noble, Lili Reinhart, Nik Dodani, Tamlyn Tomita, Dean Cameron, William Charles Mitchell, Billy Khoury, Ted King, Luke Spencer Roberts, Elyse Dinh, Hannah Elise Pilkington, Francesca Baer, Ragnhild Bjoerge, Herbert Centeno, Leonel Claude, Christopher Clausi, Joshua Elizondo, Tonya Guadalupe, Ruben Gutierrez, Fred Huguez, Joey Hartstone, Kimbrey Jones, Arcola Kyle, Kyle Mosonyi, Ela Necker, Dennis Nicomede, Selena O'Sullivan, Tina Redmond, Mark Rossignol, Elvira Safiulina, Blake Seltzer, Palm Sirichanya, Terry Stroud, Katherine Stephens-Miller, Rudolph Whitcomb, Pamela Drake Wilson",0
189,189,298735,1354,1161,fences,2016,Denzel Washington,"Denzel Washington, Viola Davis, Stephen Henderson, Jovan Adepo",fences,2016,Denzel Washington,"Denzel Washington, Viola Davis, Stephen Henderson, Mykelti Williamson, Russell Hornsby, Jovan Adepo, Saniyya Sidney, Christopher Mele, Lesley Boone, Jason Silvis, Toussaint Raphael Abessolo, Theresa Cook, Dontez James, Malik Abdul Khaaliq, Aristle Jones, IV, Tra'Waan Coles, Chris McCail, Kameron Peters, Joshua Tronoski",1
214,214,331614,1022,1318,inherent vice,2014,Paul Thomas Anderson,"Joaquin Phoenix, Josh Brolin, Owen Wilson, Katherine Waterston",inherent vice,2015,Paul Thomas Anderson,"Joaquin Phoenix, Josh Brolin, Owen Wilson, Katherine Waterston, Reese Witherspoon, Benicio Del Toro, Jena Malone, Maya Rudolph, Eric Roberts, Martin Short, Sasha Pieterse, Joanna Newsom, Jordan Christian Hearn, Taylor Bonin, Jeannie Berlin, Serena Scott Thomas, Martin D. Dew, Michael Kenneth Williams, Hong Chau, Shannon Collis, Christopher Allen Nelson, Catherine Haena Kim, Vivienne Khaledi, Yvette Yates, Andrew Simpson, Joe Dioletto, Sam Jaeger, Timothy C. Simons, Jack Kelly, Jillian Bell, The Growlers, Christian Williams, Michelle Sinclair, Alina Gatti, Elaine Tan, Wilson Bethel, Anders Holm, Emmet Unverzagt, Osamu Saito, Jefferson Mays, Martin Donovan, Jackie Michele Johnson, Ralph Wagner, Charley Morgan, Keith Jardine, Delaina Mitchell, Michael Cotter, Peter McRobbie, Shannon C. Sullivan, Samantha Lemole, Madison Leisle, Liam VanJoosten, David Prak, Amy Ferguson, Emma Dumont, Robert Ziegler",1
204,204,315810,264,1266,the martian,2015,Ridley Scott,"Matt Damon, Jessica Chastain, Kristen Wiig, Kate Mara",the zookeeper's wife,2017,Niki Caro,"Jessica Chastain, Daniel BrÂ­_hl, Johan Heldenbergh, Michael McElhatton, Iddo Goldberg, Shira Haas",0
234,234,371452,2375,1455,american satan,2017,Ash Avildsen,"Andy Biersack, Booboo Stewart, Ben Bruce, John Bradley",american sniper,2015,Clint Eastwood,"Bradley Cooper, Sienna Miller, Luke Grimes, Kyle Gallner, Ben Reed, Elise Robertson, Luke Sunshine, Troy Vincent, Brandon Salgado Telis, Keir O'Donnell, Marnette Patterson, Jason Hall, Billy Miller, Leonard Roberts, Matthew Jason Walsh, Rey Gallegos, Kevin Lacz, Jake McDorman, Cory Hardrict, Eric Ladin, Brando Eaton, James Ryen, Jonathan Kowalsky, Shane Habberstad, Sammy Sheik, Kevin Ryan, Evan Gamble, Benjamin Mathes, Tim Griffin, Luis Jose Lopez, Brian Hallisay, Erik Aude, Jad Mhidi Senhaji, Navid Negahban, Fehd Benchemsi, Eric Close, Zack Duhame, Mido Hamada, Kathe E. Mazur, Sam Jaeger, Chance Kelly, Ryan Sadaghiani, Ayman Samman, Assaf Cohen, Fahim Fazli, Salah Salea, Hector Bucio, Aidan McGraw, Jonathan Groff, Melissa J. Hayden, Ferguson Reid, Mark Thomason, Pamela Denise Weaver, Amie Farrell, Terry Quay, James Dever, Tami Goveia, Leon Charles Farmer, Paul Meixner, Victoria Reina Sigloch, Joel Lambert, Owain Yeoman, Tony Nevada, Brett Edwards, Nick Salter, Ricky Ryba, Greg Duke, Max Charles, Jet Jurgensmeyer, Madeleine McGraw, Elizabeth Schmidt, Robert Clotworthy, Bryan Anderson, Jacob Schick, Wade White, Anthony Jennings, Vincent Selhorst-Jones",0
259,259,400096,2033,1584,a most violent year,2014,J.C. Chandor,"Oscar Isaac, Jessica Chastain, David Oyelowo, Alessandro Nivola",a most violent year,2015,J.C. Chandor,"Oscar Isaac, Jessica Chastain, David Oyelowo, Albert Brooks, Alessandro Nivola, Elyes Gabel, Catalina Sandino Moreno, Peter Gerety, Christopher Abbott, Glenn Fleshler, David Margulies, Jerry Adler, Annie Funke, Matthew Maher, Pico Alexander, Nick Bailey, Frank Bal, Susan Blackwell, David Boston, Patrick Breen, Myrna Cabello, Chris Cardona, Teddy Canez, Suzanne Cerreta, Robert Clohessy, Teddy Coluca, Nat DeWolf, John Dinello, Kathleen Doyle, Giselle Eisenberg, Chester Jones III, Russell G. Jones, Linda Larson, Elizabeth Marvel, Quinn Meyers, Jimmy Palumbo, Patrick Pitu, Lorna Pruce, Jason Ralph (III), Steven Reich, Jenilyn Rodriguez, Ben Rosenfield (II), Zariah Singletary, Amiyah Steed, Daisy Tahan, John Douglas Thompson",1
67,67,95194,2946,376,ride along 2,2016,Tim Story,"Ice Cube, Kevin Hart, Tika Sumpter, Benjamin Bratt",ride along,2014,Tim Story,"Ice Cube, Kevin Hart, John Leguizamo, Bruce McGill, Tika Sumpter, Bryan Callen, Laurence Fishburne, Dragos Bucur, Gary Owen, Jacob Latimore, Jay Pharoah, Benjamin ""Lil P-Nut"" Flores Jr., Eric Benson, Greg Rementer, Anna House, Jasmine Burke, Julie Gribble, John Kap, John Kaplan, Anona Tolar, Dwayne Brown, Louanne LaFortune, Keith Walters, David Banner, James Logan, Eric Chase Anderson, Angie Stone, Emmanuel Hudson, Kenny Alfonso, Phillip DeVona, Omari Wallace, Sheena Kharazmi, Thida Penn, Aaron Saxton, Mark Hicks, Joseph Williams, William Neenan, Brian Oerly, Eric Lee Goins, Lucius Baston, Drew Goin, Elle Duncan, Gary Weeks (II), Jeff Rose, Christopher Lennertz",0
24,24,36561,1993,135,smurfs: the lost village,2017,Kelly Asbury,"Demi Lovato, Rainn Wilson, Joe Manganiello, Jack McBrayer",smurfs: the lost village,2017,Kelly Asbury,"Demi Lovato, Rainn Wilson, Joe Manganiello, Danny Pudi, Jack McBrayer, Mandy Patinkin",1
216,216,339224,1965,1334,jimi: all is by my side,2013,John Ridley,"Andr Benjamin, Hayley Atwell, Imogen Poots, Ruth Negga",jimi: all is by my side,2014,John Ridley,"AndrÂ­‚Â© Benjamin, Imogen Poots, Ashley Charles, Hayley Atwell, Andrew Buckley, Ruth Negga, Adrian Lester, Oliver Bennett, Tom Dunlea, Claire-Hope Ashitey, Jade Yourell, Lauterio Zamparelli, Danny McColgan, Robbie Jarvis, Burn Gorman, Aoibhinn McGinnity, Amy DeBhrun, Sean Duggan, Sam McGovern, Geoffrey Burton, John Arkell, Richard Lintern, Joe McKinney, Tristan McConnell, Alexina Davidson, Siobhan Cullen, Vincent Patrick, The Hypnotic Brass Ensemble, Uttama Potolra Hubert, Uttama Potolra Hubert, Seba Graves, Seba Graves, Jafar Baji Graves, Jafar Baji Graves, Gabriel Benyehudah Hubert, Gabriel Benyehudah Hubert, Joe Doyle, Martin Galbraith, Martin Galbraith, Stephen O'Neill, Stephen O'Neill, Shane Kennedy, Jenna Logan, Tara Lee Reddick, Niamh Farrell, Frank Laverty, Michael Bates, Barry Barnes, Laurence Kinlan, Stephen Russell, Gordon Mahn, Michael Hough, Robbie O'Connor, Sophie Scott",1
223,223,352671,1935,1395,the dressmaker,2015,Jocelyn Moorhouse,"Kate Winslet, Judy Davis, Liam Hemsworth, Hugo Weaving",the nightmare,2015,Rodney Ascher,"Connie Yom, Korinne Wilson, Jeff Reed, Stephen Paynter, Ana Malagon, Christopher Bleuze-Carolan, Forrest Borie, Kate Angus, Maxwell Schneller, Siegfried Peters, Annalee Cailing, Michael Mathis, Jesse Swatling-Holcomb, Madison Blue, Loni Klara Kim, Jolene Anderson, Michael Bargold, Malachi Cassel, Kevin Riley, Kaylanee Erica Davis, Nicole Bosworth, Trevor LaZelle, Brandon Berman, Cliff Christie, Estrella Cristina, Samuel Cruz, Jameelah El Shabazz, Brody Flynn, Robert Froelich, Stephen M. Joseph, Kelly Kaminski, Jess Lane, Andrea McPherson, Garrett McSherry, Rozalia Muzsnai, Pat O'Connor, Ronald Pilarski, Elise Robson, Regan Senter, Patrick Tarnawski, Yatoya Toy, Buffy Visick, Leroy Wellington, Adrian Wilson, Charles E. Davenport, Bernie Finkelstein, Paul Meixner",0
129,129,186626,102,718,transformers: the last knight,2017,Michael Bay,"Mark Wahlberg, Anthony Hopkins, Josh Duhamel, Laura Haddock",the last witch hunter,2015,Breck Eisner,"Vin Diesel, Rose Leslie, Michael Caine, Elijah Wood, Olafur Darri Olafsson, Julie Engelbrecht, Rena Owen, Joe Gilgun, Joseph Gilgun, Isaach De BankolÃ©, Michael Halsey, Sloane Coombs, Lotte Verbeek, Dawn Olivieri, Inbar Lavi, Armani Jackson, Aimee Carrero, Bex Taylor-Klaus, David Whalen, Jack Erdie, Toussaint Raphael Abessolo, Laura Smiley, Allegra Carpenter, Joseph Rittenhouse, Samara Lee, Nathan Hollabaugh, David Vegh, Billy Hepfinger, Corey Rieger, Denver Milord, Gregory Johnstone, Jonathan Visser, Bonnie Morgan, Mark Steger, Mark Musashi, Shane Callahan, Alanna Janell, Wayman Ezell, Jackson Frazer, Ruth Crawford",0
111,111,159499,983,610,the party,2017,Sally Potter,"Timothy Spall, Kristin Scott Thomas, Patricia Clarkson, Bruno Ganz",the magnificent seven,2016,Antoine Fuqua,"Denzel Washington, Chris Pratt, Ethan Hawke, Vincent D'Onofrio, Lee Byung-hun, Manuel Garcia-Rulfo, Martin Sensmeier, Haley Bennett, Peter Sarsgaard, Luke Grimes, Matt Bomer, Jonathan Joss, Cam Gigandet, Emil Beheshti, Mark Ashworth, Billy Slaughter, Dodge Prince, Matthew Posey, Carrie Lazar, Jody Mullins, Clint James, Dane Rhodes, Ritchie Montgomery, Sean Bridgers, William Lee Scott, David Kallaway, Griff Furst, Alix Angelis, Sean Boyd, Rob Mello, Walker Babington, Thomas Blake Jr., Ryan Brown, Derek Lacasa, John Wylie, Chad Randall, Wally Welch, Kevin Wayne, Ed Lowry, David Manzanares, Dylan Kenin, Kevin Wiggins, Jackson Beals, Miles Doleac, Heath Lemme, Charles Bickham, Gregory Chase Williams, Fionn Camp",0
166,166,243620,2679,957,the institute,2017,"James Franco, Pamela Romanowsky","James Franco, Allie Gallerani, Tim Blake Nelson, Lori Singer",the night before,2015,Jonathan Levine,"Joseph Gordon-Levitt, Seth Rogen, Anthony Mackie, Lizzy Caplan, Jillian Bell, Michael Shannon, Mindy Kaling, Lorraine Toussaint, Tracy Morgan, Kanye West, HelÃ©ne Yorke, Aaron Hill, Ilana Glazer, Darrie Lawrence, Nathan Fielder, James Franco, Miley Cyrus, Kamal Angelo Bolden, Baron Davis, Chuck Muckle, Curt Bouril, Brooke Liddell, Kiley Liddell, Jason Mantzoukas, Jason Jones, Clem Cheung, Harolyn Blackwell, Randall Park, Natalie Knepp, Cameron Earl Thrift, Jeremy Vimes, Gabriel Long, Michaela Sprague, Euan Morton, Marilyn O'Connell, Richard Hughes, Theodora Woolley, Stacy Jones, Jamie Arentzen, Jaco Caraco, Mike Schmid, Vashon Johnson, Julia Ross, Danielle Elliott, Brett Weymark",0
430,430,662439,914,2545,the glass castle,2017,Destin Daniel Cretton,"Brie Larson, Woody Harrelson, Naomi Watts, Ella Anderson",the rewrite,2015,Marc Lawrence,"Hugh Grant, Marisa Tomei, Bella Heathcote, Allison Janney, J.K. Simmons, Chris Elliott, Whit Baldwin, Vanessa Wasche, Enid Graham, Shannon C. Sullivan, Jason Antoon, Jenny Neale, Caroline Aaron, Billy Griffith, Kevin Kennedy, Ali Merhi, Lily Wen, Olivia Luccardi, John Deyle, Mark Nelson, Bruce Sabath, Karen Pittman, Veanne Cox, Maggie Geha, Damaris Lewis, Lauren Macklin, Nicole Patrick, Emily Morden, Annie Qian, Aja Naomi King, Andrew Keenan-Bolger, Steven Kaplan, Kate Cullen Roberts, Jeff Chena, Lauren Palmer, Ella Rubin, Ann S. Lawrence, Frank Harts, Kevin Carolan, Christina Pawl, Liz Callaway, Sean Patrick McGowan, Rebecca Luker, Sanjiv Jhaveri",0
402,402,615371,1450,2398,the do-over,2016,Steven Brill,"Adam Sandler, David Spade, Paula Patton, Kathryn Hahn",the absent one,2016,Mikkel Norgaard,"Nikolaj Lie Kaas, Fares Fares, SÂ¸ren Pilmark, Pilou AsbÂ¦k, David Dencik, Danica Curcic, Johanne Louise Schmidt, Sarah-Sofie Boussnina, Marco Ilso, Beate Bille, Peter Christoffersen, Michael Brostrup, Morten Kirkskov, Phillip Stilling, Adam Ild Rohweder, Anton Honik, Kristian Hogh Jeppesen, Katrine Greis-Rosenthal, Hans Henrik Voetmann, Hans Henrik Clemensen, Dan Zahle, Henning Valin Jakobsen, Diana Axelsen, Zeev Sevik Perl, Kasper Lofvall Stensbirk",0
40,40,52464,2253,203,the neighbor,2018,Aaron Harvey,"William Fichtner, Jessica McNamee, Jean Louisa Kelly, Michael Rosenbaum",the adderall diaries,2016,Pamela Romanowsky,"Ed Harris, Amber Heard, Cynthia Nixon, James Franco, Christian Slater, Wilmer Valderrama, Jim Parrack, TimothÃ©e Chalamet, Danny Flaherty, Tonya Glanz, Michael Cristofer, Raymond T. Williams, Meghan Mazurczyk, Jessica Leccia, Tamzin Brown, Casper Andreas, Rochelle Bostrom, Katrina E. Perkins, Jimmy Lee Gary Jr., Gabriela Fresquez, Laura Frost, Edward M. Kelahan, Julienne Hanzelka Kim, Alex Maizus, Giulia Cicciari, Chris J. Cullen, Jake Katzman, Marian Volk, Lori Burch, Noelle Cristiano, James Farley, Joel Quinones, Ky Soto, Sean Martin, Kevin Michael Kennedy, Eliana Fanders, Giuseppe Cicciari, Eva M. Gross, Gilberto Quinones, Bradley Growden",0
274,274,410987,977,1632,the ridiculous 6,2015,Frank Coraci,"Adam Sandler, Terry Crews, Jorge Garcia, Taylor Lautner",the gallows,2015,"Travis Cluff, Chris Lofing","Cassidy Gifford, Pfeifer Brown, Ryan Shoos, Reese Mishler, Alexis Schneider, Price T. Morgan, Mackie Burt, Travis Cluff, Melissa Bratton, ThÂ­‚Â©o Burkhardt, David Herrera, Gannon DelFierro, Adrian Salas, John Hales, Mark Hales, Shannon Wetzel, Caeleb Trace, Theo Stratigos, Paris Cluff, Jason James, Matt Benson, Kelly Davis, Ryan Wade, Trina Short, Ed Osuna, Shirley Hales, Jordan Hunter, Rebecca Dowty, Karen Kidder, Ed Nicolls, Daniel Short, Dave Kidder, Corey Costelloe, Derrik Carter, Nathan Healy, Jesse Cross, John Tanksly, Blake Taylor, Steven Hrdlicka, Jerris Ramirez, Terry Meyers, Kelley Yeager, Richie Mirlez, Burkelee Woods, Chris Akers, Jacob Burnett, Gabriela Duran, Milan Duran, Madison Ballew, Curt Barrow, Elaine Beckham, Alexa Benson, Jeff Smith, Brandon Cornejo, Brad Jacobson, Dorothy Snyder, Tom Milne, Paul Rutigliano, Reece Mishler",0
364,364,545592,2477,2145,goon: last of the enforcers,2017,Jay Baruchel,"Seann William Scott, Alison Pill, Marc-Andr Grondin, Liev Schreiber",the age of adaline,2015,Lee Toland Krieger,"Blake Lively, Michiel Huisman, Harrison Ford, Ellen Burstyn, Kathy Baker, Amanda Crew, Linda Boyd, Hugh Ross, Richard Harmon, Fulvio Cecere, Anjali Jay, Hiro Kanagawa, Peter James Grey, Izabel A. Pearce, Cate Richardson, Jane Craven, Noel Johansen, Aaron Craven, Primo Allon, Darren Dolynski, Chris William Martin, Mark GhanimÂ©, Shaker Paleja, Daniel Bacon, Barclay Hope, Robert Maloney, Deejay Jackson, Lane Edwards, Tony Levins, Anthony Ingruber, Keith McCafferty, Serge Houde, Alison Wandruza, Alison Wandzura, Demord Dann, Grace Chin",0
79,79,123600,552,481,the edge of seventeen,2016,Kelly Fremon Craig,"Hailee Steinfeld, Haley Lu Richardson, Blake Jenner, Kyra Sedgwick",the vanishing of sidney hall,2018,Shawn Christensen,"Logan Lerman, Elle Fanning, Michelle Monaghan, Kyle Chandler, Nathan Lane, Margaret Qualley, Blake Jenner",0
319,319,472946,2946,1890,ride along 2,2016,Tim Story,"Ice Cube, Kevin Hart, Tika Sumpter, Benjamin Bratt",ride along 2,2016,Tim Story,"Ice Cube, Kevin Hart, Tika Sumpter, Ken Jeong, Olivia Munn, Benjamin Bratt, Bruce McGill, Michael Edward Rose, Sherri Shepherd, Arturo Del Puerto, T.I., Eric Lee Goins, Carlos Gomez, Utkarsh Ambudkar, Glen Powell, Nadine Velazquez, Bresha Webb, Jessica Bialick, Michelle Pieroway, Shelby Courtney, James Martin Kelly, Robert Pralgo, Tyrese Gibson, Ricky Russert, Christopher Johnson, David Porras, Derek Carver, Shamea Morton, Jay Amor, Peter Parente, Rey Hernandez, Isabella Fleetwood, Rachel Faulkner, Elizabeth Godwin, Yolanda Adams, Jennifer Badger, Christina De Leon, Ana Ayora, Ace Marrero, Andrew Ortega, Junes B. Zahdi, Elizabeth Ramos, Jeremy Wayne Carley, Freddie Poole, Josh Diogo, Donny Carrington, Jabari Simba, Henry Kingi, Christopher Lennertz, Bruce Tanis",1
494,494,751580,2103,2903,the ones below,2015,David Farr,"Clmence Posy, David Morrissey, Stephen Campbell Moore, Laura Birn",the dinner,2017,Oren Moverman,"Richard Gere, Laura Linney, Steve Coogan, Rebecca Hall, ChloÂ« Sevigny, Adepero Oduye, Michael Chernus, Charlie Plummer, Seamus Davey-Fitzpatrick, Miles J. Harvey, Joel Bissonnette, Laura Hajek, Onika Day, Judah Sandrige, Judah Sandrige, Jesse Dean Peterson, Ben Snyder, Emma Mud, Emma Mud, Stephen Lang, Taylor Rae Almonte, George Shephard, Dominic ColÂ³n",0
